host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,security_deposit,cleaning_fee,minimum_nights,availability_30,availability_60,availability_90,availability_365,instant_bookable,cancellation_policy
within a few hours,100%,83%,f,1,"['email', 'phone', 'google', 'reviews', 'jumio']",t,t,Jamaica Plain,42.30598913,-71.10334861,t,Apartment,Private room,2,1,1,1,Futon,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Pets Allowed"",""Pets live on this property"",Dog(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$70.00 ,$95.00 ,,2,4,6,24,30,f,flexible
within a few hours,100%,100%,t,1,"['email', 'phone', 'reviews', 'kba']",t,t,Jamaica Plain,42.31337883,-71.11718909,t,House,Entire home/apt,4,1,2,3,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Essentials,Shampoo}",$135.00 ,,$50.00 ,2,7,19,48,303,f,moderate
within a few hours,100%,100%,f,1,"['email', 'phone', 'reviews', 'kba']",t,t,Jamaica Plain,42.31406332,-71.10544008,t,House,Entire home/apt,6,1.5,3,3,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$300.00 ,$500.00 ,$50.00 ,4,24,54,84,359,f,strict
within a few hours,100%,85%,t,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Jamaica Plain,42.31547795,-71.09929421,t,Apartment,Private room,2,1,1,1,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,""Pets live on this property"",Dog(s),""Hot Tub"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,""Hair Dryer""}",$110.00 ,,$5.00 ,2,12,42,72,72,f,moderate
within an hour,100%,100%,f,3,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'jumio']",t,t,Jamaica Plain,42.31254083,-71.1224635,t,House,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$70.00 ,,$10.00 ,2,15,40,60,137,f,moderate
within a few hours,100%,96%,t,2,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,Jamaica Plain,42.30640989,-71.11151039,t,House,Private room,1,1,1,1,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$75.00 ,,$25.00 ,2,0,11,41,131,f,moderate
within a few hours,100%,50%,f,1,"['email', 'phone', 'reviews', 'jumio']",t,t,Jamaica Plain,42.32512116,-71.11292465,t,Apartment,Private room,2,1,1,1,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",Essentials,Shampoo,Hangers,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$70.00 ,,,1,0,0,0,0,f,flexible
within an hour,100%,100%,f,1,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,Jamaica Plain,42.31772906,-71.10019199,t,Condominium,Private room,2,1,1,1,Real Bed,"{TV,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,""Lock on Bedroom Door"",Hangers,""Laptop Friendly Workspace""}",$88.00 ,$200.00 ,$20.00 ,2,1,18,42,121,f,strict
within a day,100%,56%,f,3,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Jamaica Plain,42.31437713,-71.09951456,t,House,Entire home/apt,12,2.5,4,7,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Breakfast,""Pets live on this property"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",Essentials,Shampoo,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$480.00 ,$200.00 ,$75.00 ,1,9,24,54,327,f,flexible
within an hour,100%,76%,f,2,"['email', 'phone', 'reviews', 'kba']",t,t,Jamaica Plain,42.30581336,-71.11259651,t,House,Entire home/apt,9,2.5,4,5,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$550.00 ,$300.00 ,$100.00 ,3,17,43,66,334,f,strict
within an hour,100%,100%,f,1,"['email', 'phone', 'google', 'reviews', 'jumio']",t,t,Jamaica Plain,42.30503422,-71.10333144,t,Apartment,Entire home/apt,4,1,2,2,Real Bed,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$180.00 ,$95.00 ,$80.00 ,2,9,22,52,322,f,moderate
within a day,86%,75%,f,1,"['email', 'phone', 'reviews', 'kba']",t,t,Jamaica Plain,42.30889797,-71.11868977,t,House,Entire home/apt,5,3.5,4,4,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$325.00 ,$300.00 ,$90.00 ,3,5,35,65,340,f,moderate
N/A,N/A,N/A,f,1,"['email', 'phone']",t,f,Jamaica Plain,42.31978117,-71.10467022,t,Apartment,Private room,1,1,1,1,Real Bed,"{""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,""Lock on Bedroom Door"",Hangers,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$65.00 ,,,7,25,42,72,72,t,flexible
within a day,100%,100%,f,1,"['email', 'phone', 'reviews']",t,f,Jamaica Plain,42.30826236,-71.11065977,t,Apartment,Entire home/apt,4,1,3,4,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",Shampoo,""translation missing: en.hosting_amenity_50""}",$290.00 ,,,5,25,55,85,360,f,strict
within an hour,100%,88%,f,2,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Jamaica Plain,42.29128816,-71.11396006,t,House,Entire home/apt,4,2,4,3,Real Bed,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Shampoo}",$159.00 ,$500.00 ,$100.00 ,2,3,4,4,16,f,moderate
a few days or more,0%,100%,f,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Jamaica Plain,42.30920004,-71.11836466,t,House,Private room,2,1,1,1,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$200.00 ,$100.00 ,$50.00 ,2,0,0,1,28,f,strict
45771009,https://www.airbnb.com/users/show/45771009,Riyo,2015/10/4,100%,f,https://a2.muscache.com/im/pictures/5c5190f1-3958-4812-983d-68a9c3fa019a.jpg?aki_policy=profile_small,https://a2.muscache.com/im/pictures/5c5190f1-3958-4812-983d-68a9c3fa019a.jpg?aki_policy=profile_x_medium,2,MA,2130,Boston,"Boston, MA",US,United States,42.31569391,-71.10620875,t,House,Private room,1,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}",,1,$0.00 ,1,1125,10,10
within a day,100%,0%,f,1,"['email', 'phone', 'reviews', 'kba']",t,t,Jamaica Plain,42.32002036,-71.10745885,f,Condominium,Entire home/apt,2,1,1,1,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Hot Tub"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,Iron,""Laptop Friendly Workspace""}",$65.00 ,,,1,0,0,0,248,f,moderate
within a day,100%,100%,t,1,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,Jamaica Plain,42.32489128,-71.11446554,t,Apartment,Entire home/apt,3,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",Essentials}",$99.00 ,$200.00 ,$35.00 ,2,0,0,0,0,f,moderate
within an hour,100%,100%,f,5,"['email', 'phone', 'reviews', 'kba']",t,t,Jamaica Plain,42.30776797,-71.11625789,t,House,Private room,3,1,1,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_50""}",$93.00 ,$100.00 ,$40.00 ,3,5,17,47,317,f,moderate
within a day,60%,50%,f,1,"['email', 'phone', 'reviews', 'kba']",t,t,Jamaica Plain,42.30703672,-71.10336802,t,House,Entire home/apt,10,2.5,4,6,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",""Laptop Friendly Workspace""}",$500.00 ,$200.00 ,$100.00 ,3,0,0,1,88,f,moderate
within a few hours,100%,100%,f,1,"['email', 'phone', 'reviews', 'kba']",t,t,Jamaica Plain,42.31008194,-71.1196777,t,Apartment,Entire home/apt,4,1,2,2,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer}",$295.00 ,$400.00 ,$50.00 ,1,30,60,90,365,f,moderate
within a few hours,100%,100%,t,1,"['email', 'phone', 'reviews']",t,f,Jamaica Plain,42.31359161,-71.12262105,t,House,Entire home/apt,11,3.5,5,5,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$450.00 ,$500.00 ,$175.00 ,3,10,22,40,145,f,strict
within a few hours,100%,56%,t,2,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,Jamaica Plain,42.31153116,-71.09896776,t,House,Entire home/apt,4,1.5,2,2,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",$150.00 ,$100.00 ,$75.00 ,1,0,0,4,279,f,strict
a few days or more,0%,100%,f,1,"['email', 'phone', 'reviews', 'kba']",t,t,Jamaica Plain,42.32498597,-71.10549496,t,Apartment,Entire home/apt,4,1,2,1,Real Bed,"{""Wireless Internet"",Kitchen,""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron}",$95.00 ,,,5,0,0,0,0,f,flexible
within a few hours,100%,100%,t,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Jamaica Plain,42.30725436,-71.11424734,t,Condominium,Entire home/apt,4,1,2,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$150.00 ,,$40.00 ,3,0,0,0,213,f,moderate
within an hour,100%,93%,t,2,"['email', 'phone', 'reviews', 'kba']",t,t,Jamaica Plain,42.31850121,-71.11451134,t,Apartment,Entire home/apt,8,2,4,4,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$399.00 ,$100.00 ,$120.00 ,2,13,21,46,274,f,strict
within an hour,100%,100%,f,2,"['email', 'phone', 'reviews']",t,f,Jamaica Plain,42.31784765,-71.10720557,f,House,Private room,2,1,1,1,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$71.00 ,,,1,0,0,0,97,f,flexible
within an hour,80%,100%,f,3,"['email', 'phone']",t,f,Jamaica Plain,42.30466019,-71.10889251,t,Apartment,Entire home/apt,6,1,3,3,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo,""24-Hour Check-in"",Iron,""Laptop Friendly Workspace""}",$500.00 ,$400.00 ,$100.00 ,1,30,60,90,365,f,flexible
within a few hours,100%,92%,f,2,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Jamaica Plain,42.31257952,-71.10784329,t,Bed & Breakfast,Private room,2,1,1,1,Real Bed,"{""Wireless Internet"",""Air Conditioning"",""Pets live on this property"",Dog(s),""Indoor Fireplace"",""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",$70.00 ,,,7,0,0,30,305,f,flexible
within an hour,80%,100%,f,3,"['email', 'phone']",t,f,Jamaica Plain,42.30617229,-71.10670344,t,Apartment,Private room,2,1,1,1,Futon,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo,""24-Hour Check-in"",Iron,""Laptop Friendly Workspace""}",$125.00 ,$200.00 ,$60.00 ,1,30,60,90,365,f,flexible
within an hour,100%,100%,f,1,"['email', 'phone', 'reviews']",t,f,Jamaica Plain,42.31373708,-71.11633699,t,Bed & Breakfast,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Shampoo,Hangers,""Hair Dryer""}",$85.00 ,,,3,5,27,57,323,t,strict
within an hour,96%,100%,f,2,"['email', 'phone', 'reviews', 'kba']",t,t,Jamaica Plain,42.3173004,-71.10491021,t,Apartment,Private room,2,1,1,1,Real Bed,"{""Wireless Internet"",""Air Conditioning"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron}",$61.00 ,,$5.00 ,2,1,12,42,132,t,moderate
within a few hours,100%,56%,t,4,"['email', 'phone', 'reviews', 'kba']",t,t,Jamaica Plain,42.31263932,-71.10927886,t,House,Entire home/apt,6,2,2,4,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",""Hot Tub"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$250.00 ,"$1,000.00 ",$100.00 ,1,6,17,31,306,f,strict
within a few hours,73%,100%,f,4,"['email', 'phone', 'reviews', 'manual_offline', 'jumio']",t,t,Jamaica Plain,42.31161782,-71.10385273,t,House,Private room,2,1,1,1,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$56.00 ,$100.00 ,$30.00 ,1,6,36,66,341,t,strict
N/A,N/A,N/A,f,1,"['email', 'phone', 'reviews', 'kba']",t,t,Jamaica Plain,42.32173185,-71.11186968,t,Apartment,Shared room,3,1,1,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Breakfast,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Hangers,""Hair Dryer""}",$200.00 ,,$25.00 ,1,0,0,0,0,f,flexible
within an hour,100%,100%,f,4,"['email', 'phone', 'reviews']",t,f,Jamaica Plain,42.30595039,-71.10489325,t,Apartment,Entire home/apt,6,1,2,3,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$220.00 ,$250.00 ,$75.00 ,2,18,42,68,185,f,strict
within an hour,100%,100%,t,3,"['email', 'phone', 'reviews', 'kba']",t,t,Jamaica Plain,42.31795477,-71.10020426,t,Bed & Breakfast,Private room,1,1.5,1,1,Real Bed,"{TV,""Wireless Internet"",Breakfast,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$80.00 ,,$15.00 ,1,18,47,77,352,t,strict
within a few hours,100%,89%,t,4,"['email', 'phone', 'reviews', 'kba']",t,t,Jamaica Plain,42.32141475,-71.10676417,t,Bed & Breakfast,Private room,2,1,1,1,Real Bed,"{""Wireless Internet"",Kitchen,""Free Parking on Premises"",Breakfast,""Pets live on this property"",Cat(s),""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials}",$60.00 ,,$10.00 ,1,0,0,13,288,f,strict
within a few hours,100%,82%,t,1,"['email', 'phone', 'reviews', 'kba']",t,t,Jamaica Plain,42.31143796,-71.11864462,t,House,Private room,2,1,1,2,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$125.00 ,,$35.00 ,2,7,26,56,146,f,moderate
N/A,N/A,N/A,f,1,"['email', 'phone']",t,f,Jamaica Plain,42.32123277,-71.11568853,t,House,Entire home/apt,5,2,3,3,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Gym,""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$500.00 ,,,4,0,0,0,0,f,flexible
within an hour,100%,90%,f,2,"['email', 'phone', 'reviews', 'jumio']",t,t,Jamaica Plain,42.31222003,-71.11712569,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",Breakfast,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$149.00 ,,$25.00 ,2,5,15,36,311,f,flexible
within an hour,100%,100%,f,2,"['email', 'phone', 'reviews', 'jumio']",t,t,Jamaica Plain,42.32136495,-71.11323106,t,Apartment,Private room,2,1,1,1,Real Bed,"{""Wireless Internet"",Kitchen,""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$65.00 ,,,1,0,0,0,0,f,flexible
